supernova name,redshift,magnitude,stretch,color
'SDSS15901',0.19794,20.774797,0.0302,-0.040623
'SDSS16021',0.12276,19.61767,-0.34698,-0.038204
'SDSS16032',0.20318,20.758955,-0.819482,-0.10857
'SDSS16069',0.12739,20.104432,0.878535,0.15663
'SDSS16072',0.27549,21.533317,0.275684,-0.016258
'SDSS16073',0.14468,20.257201,0.723179,-0.006892
'SDSS16093',0.33436,21.862025,1.029207,-0.063637
'SDSS16099',0.1958,20.704275,2.030525,0.023292
'SDSS16100',0.19392,21.065011,-0.393434,0.05151
'SDSS16106',0.24973,21.02095,-0.628986,-0.150136
'SDSS16116',0.1486,19.970319,0.508881,-0.097611
'SDSS16165',0.15596,20.146078,0.344199,-0.032
'SDSS16185',0.09582,19.773444,-2.309599,0.069933
'SDSS16206',0.15065,20.403921,-2.56543,-0.008622
'SDSS16211',0.30933,22.130926,-1.964016,0.004445
'SDSS16213',0.24857,21.127943,0.279927,-0.096848
'SDSS16232',0.36554,22.13649,-0.145799,-0.111398
'SDSS16276',0.19176,20.740998,-0.018646,-0.026411
'SDSS16281',0.18255,20.47384,-0.873266,-0.07317
'SDSS16350',0.23472,21.130073,-1.345527,-0.090072
'SDSS16352',0.24647,20.845774,0.273411,-0.141815
'SDSS16402',0.28845,20.859757,-0.872064,-0.186671
'SDSS16473',0.2096,20.739132,-1.073325,-0.148416
'SDSS16618',0.19198,20.466522,-0.792727,-0.09709
'SDSS16619',0.11402,19.173326,-0.191925,-0.08585
'SDSS16641',0.11389,19.719269,1.053347,0.039734
'SDSS16737',0.1988,20.519882,-0.44361,-0.075727
'SDSS16793',0.22058,20.764062,0.524838,-0.051257
'SDSS17168',0.18257,20.59859,0.503374,-0.039676
'SDSS17171',0.15895,19.93795,-0.384727,-0.141622
'SDSS17186',0.07849,19.240437,0.642723,0.111359
'SDSS17208',0.13864,19.983006,0.836869,-0.068099
'SDSS17215',0.18079,20.579248,0.282892,0.015433
'SDSS17218',0.17757,20.428083,-0.760469,-0.084884
'SDSS17220',0.17066,20.55707,1.820322,0.150278
'SDSS17223',0.23381,20.863174,1.013494,-0.070271
'SDSS17240',0.07153,18.172291,-1.466919,-0.121433
'SDSS17253',0.15463,19.970376,-0.196987,-0.122244
'SDSS17258',0.0901,18.818896,0.316969,0.027279
'SDSS17274',0.17658,20.397033,1.957731,-0.136685
'SDSS17280',0.13045,19.653248,-0.839375,-0.198044
'SDSS17332',0.18204,20.680621,-0.237165,0.036489
'SDSS17340',0.25617,21.318433,-0.075475,-0.006613
'SDSS17366',0.13811,19.554935,0.567102,-0.095614
'SDSS17389',0.1707,20.780026,1.13039,0.058277
'SDSS17435',0.21674,20.709521,0.90173,-0.108869
'SDSS17464',0.24555,21.091966,0.08144,0.052687
'SDSS17497',0.14382,20.04551,0.911414,0.037728
'SDSS17552',0.24862,21.302566,1.242872,0.000278
'SDSS17605',0.14533,20.060753,0.715631,0.014894
'SDSS17629',0.13588,20.059419,-0.347675,0.060305
'SDSS17745',0.05874,17.862299,1.071379,-0.050084
'SDSS17784',0.03652,17.320514,-0.728272,0.060325
'SDSS17791',0.27749,21.739047,0.247627,-0.186998
'SDSS17801',0.20515,21.18231,-0.677573,-0.017143
'SDSS17809',0.28051,21.478247,1.5228,0.030003
'SDSS17811',0.19867,20.49004,1.031546,-0.097533
'SDSS17825',0.15999,20.410888,-0.149097,0.006164
'SDSS17875',0.21075,21.022641,1.120316,-0.030671
'SDSS17880',0.07195,18.984126,-0.923587,0.181137
'SDSS17884',0.23782,20.859375,0.664166,-0.124117
'SDSS1794',0.14139,20.083504,1.153668,0.030808
'SDSS18030',0.15506,20.385861,-0.605778,-0.052008
'SDSS18091',0.37013,21.893176,-0.647918,-0.195436
'SDSS18241',0.09391,19.176568,-1.123374,-0.085483
'SDSS18298',0.11863,20.541778,-2.724252,0.255113
'SDSS18323',0.15363,20.240999,0.15976,-0.043411
'SDSS18325',0.25356,21.278008,0.392895,-0.055306
'SDSS18375',0.10725,19.337775,0.163568,0.066199
'SDSS18415',0.12961,19.866162,-1.62361,-0.086675
'SDSS18463',0.26665,21.322503,0.941316,-0.043687
'SDSS18466',0.21226,21.093299,-0.17616,0.03142
'SDSS18485',0.27822,21.278193,1.31567,-0.088149
'SDSS18486',0.2454,20.753569,1.112899,-0.108783
'SDSS18602',0.13362,20.091364,0.915935,0.062187
'SDSS18612',0.11368,19.674591,-0.734703,0.060165
'SDSS18617',0.32038,22.0083,-0.256202,-0.021879
'SDSS18650',0.11271,19.405852,0.885448,-0.043361
'SDSS18697',0.10602,19.224685,0.749838,-0.002746
'SDSS18721',0.39135,22.096499,0.144953,-0.134777
'SDSS18740',0.15575,20.174029,-0.034977,0.024848
'SDSS18749',0.18667,21.077159,-1.441241,0.065591
'SDSS18768',0.19671,20.998833,-0.446422,-0.030251
'SDSS18787',0.19191,21.201846,0.145971,0.035637
'SDSS18804',0.19084,20.425403,0.947789,-0.045704
'SDSS18807',0.17625,20.591414,0.470167,-0.012245
'SDSS18809',0.12837,19.747603,-1.172856,-0.07694
'SDSS18835',0.12262,19.509318,0.757721,-0.013286
'SDSS18855',0.12715,19.700776,0.247941,-0.027883
'SDSS18927',0.21323,21.240608,-0.590113,0.113055
'SDSS18940',0.21861,20.966724,-0.943963,-0.048746
'SDSS18945',0.26856,21.597167,0.138984,-0.048331
'SDSS18965',0.20466,20.719102,-0.639717,-0.111895
'SDSS19002',0.2671,21.206503,0.323447,-0.097382
'SDSS19008',0.21757,21.084988,1.079449,0.085294
'SDSS19023',0.24185,20.841931,1.302288,-0.11898
'SDSS19027',0.2935,21.355269,0.469262,-0.006881
'SDSS19067',0.35346,21.770897,0.55207,-0.065751
'SDSS19101',0.18563,20.773682,-0.170077,0.045482
'SDSS19128',0.28543,21.594277,1.352452,-0.064859
'SDSS19149',0.19494,20.367563,1.179644,0.010582
'SDSS19155',0.07592,18.228158,1.204471,-0.103885
'SDSS19174',0.16357,20.518238,-0.75325,0.056574
'SDSS19207',0.25721,21.465617,0.432319,0.007859
'SDSS19230',0.21955,21.280787,-1.62107,0.079536
'SDSS19282',0.17558,20.292843,1.224646,-0.038586
'SDSS19341',0.22667,21.43872,-1.54953,0.033312
'SDSS19353',0.15322,20.209017,0.894088,0.036376
'SDSS19425',0.21025,21.64322,-1.60431,0.13062
'SDSS19543',0.12164,19.946008,-0.835084,-0.021891
'SDSS19596',0.29135,21.541949,0.639978,-0.04433
'SDSS19604',0.29448,22.400726,1.173093,0.172962
'SDSS19616',0.16455,20.24377,0.15196,-0.023369
'SDSS19632',0.30702,21.831913,0.153977,-0.044536
'SDSS19658',0.19863,20.711318,-0.007405,-0.084476
'SDSS19702',0.26821,21.593672,-1.095858,-0.07291
'SDSS19757',0.40128,21.991848,0.174516,-0.10457
'SDSS19775',0.13668,20.268803,-0.228704,0.093699
'SDSS19794',0.29542,22.241585,-2.427288,0.045528
'SDSS19818',0.29192,21.507747,1.181291,-0.005108
'SDSS19899',0.09007,18.477718,0.284478,-0.146258
'SDSS19913',0.20557,20.820147,0.082692,-0.059073
'SDSS19940',0.14582,19.800673,1.044495,-0.004648
'SDSS19953',0.11767,19.195923,0.743346,-0.126086
'SDSS19968',0.05499,18.010876,-1.889117,-0.035121
'SDSS19969',0.1742,20.50996,0.046786,0.016788
'SDSS19990',0.24495,21.379199,-1.313715,-0.086373
'SDSS19992',0.22452,21.145906,0.273495,-0.080933
'SDSS20039',0.24558,21.379054,0.725208,0.060682
'SDSS20040',0.28351,21.246461,0.704019,-0.110345
'SDSS20048',0.18056,20.90687,-0.682083,0.021693
'SDSS20064',0.10391,19.26048,0.849269,0.055639
'SDSS20088',0.24352,20.934675,-0.24094,-0.162186
'SDSS20106',0.33136,22.047888,-0.983242,-0.113775
'SDSS20111',0.24348,21.41238,-0.029582,0.009035
'SDSS20142',0.31468,21.289082,0.849074,-0.091687
'SDSS20144',0.21865,20.772595,0.204476,-0.096868
'SDSS2017',0.26014,21.301262,1.392157,-0.105855
'SDSS20227',0.28243,21.510915,-1.29134,-0.149793
'SDSS20245',0.30041,21.668758,-0.602476,0.045499
'SDSS2031',0.15186,19.681123,0.506889,-0.129527
'SDSS20345',0.26357,21.267444,-1.685348,-0.11052
'SDSS20364',0.21382,21.110632,0.56921,0.034751
'SDSS20430',0.16284,20.750876,-1.19248,0.023929
'SDSS20470',0.1244,19.953688,0.657385,0.044204
'SDSS20575',0.19465,20.622004,0.160993,0.034235
'SDSS20581',0.20554,20.612992,-0.457773,-0.122373
'SDSS20625',0.10667,19.481026,-0.106927,-0.00435
'SDSS20687',0.18772,21.111734,-0.570147,0.148525
'SDSS20764',0.16387,20.274432,-1.407804,-0.105729
'SDSS21006',0.29021,21.340912,-0.094057,-0.124339
'SDSS2102',0.09401,18.639465,1.271886,-0.11082
'SDSS21033',0.22786,21.000868,-0.793564,-0.08766
'SDSS21034',0.10751,19.591919,0.01421,0.032201
'SDSS21042',0.31065,21.379309,1.245043,-0.095517
'SDSS21062',0.14564,20.358304,0.819513,0.013295
'SDSS21502',0.08784,18.825522,-0.319465,-0.051292
'SDSS21510',0.14839,19.741298,-0.84545,-0.155197
'SDSS2165',0.28662,21.604938,0.477722,-0.121457
'SDSS21669',0.12281,19.555089,-1.341157,-0.079528
'SDSS21861',0.18655,20.476939,0.132373,-0.025413
'SDSS22075',0.12893,19.928783,-1.682693,-0.031848
'SDSS2246',0.19422,20.982429,0.35042,0.071594
'SDSS2308',0.148,19.597186,0.675888,-0.181409
'SDSS2330',0.21179,21.774529,-1.880375,0.04511
'SDSS2372',0.17962,20.567619,0.279554,0.030383
'SDSS2422',0.26349,21.149878,0.989702,-0.171197
'SDSS2440',0.19215,20.644093,0.395729,-0.086867
'SDSS2533',0.3388,21.773378,1.761054,-0.07667
'SDSS2561',0.11741,19.784621,-0.082681,0.039633
'SDSS2635',0.1431,19.815354,0.863284,-0.049019
'SDSS2689',0.16035,20.253587,1.391688,0.08052
'SDSS2789',0.28872,21.563138,-0.761709,-0.110724
'SDSS2916',0.12303,19.970954,-0.872609,0.056872
'SDSS2943',0.26405,21.371914,0.531823,-0.02857
'SDSS2992',0.12608,20.042918,-0.969154,0.10647
'SDSS3080',0.17374,20.242601,0.120044,-0.049739
'SDSS3087',0.1644,20.259822,0.522789,0.00595
'SDSS3199',0.24961,21.547293,1.618942,0.005047
'SDSS3377',0.24448,20.797565,1.038449,-0.080192
'SDSS3451',0.24851,20.952989,0.650834,-0.054933
'SDSS3452',0.22893,20.806588,0.906222,-0.090738
'SDSS3592',0.08528,18.765187,-0.145167,-0.043103
'SDSS3901',0.062818,18.039954,1.183262,0.041002
'SDSS4000',0.27745,21.898888,-1.042665,-0.012101
'SDSS4046',0.27544,21.521059,0.79804,0.00238
'SDSS4241',0.33051,21.962505,0.244648,-0.056394
'SDSS4577',0.36193,22.096096,0.320107,-0.062616
'SDSS4679',0.33103,22.092013,0.953409,0.090984
'SDSS5103',0.1605,20.35959,-0.229365,0.016122
'SDSS5391',0.30021,21.702057,0.260674,-0.031138
'SDSS5395',0.11635,19.462745,1.193505,-0.015778
'SDSS5533',0.21829,21.161023,-0.079904,0.022297
'SDSS5550',0.15473,19.866725,1.89306,-0.048817
'SDSS5635',0.1781,20.91017,0.040834,-0.027909
'SDSS5717',0.25037,21.337855,1.417706,-0.029844
'SDSS5736',0.25174,21.405599,-0.217638,-0.008766
'SDSS5751',0.12953,20.11706,0.678679,0.146762
'SDSS5844',0.30929,21.575751,0.392813,-0.142283
'SDSS5957',0.27852,21.447891,-0.186487,-0.121945
'SDSS5994',0.18581,20.479366,0.746501,-0.061663
'SDSS6057',0.06651,18.639629,-0.420885,0.108184
'SDSS6108',0.258,21.525113,0.45467,0.03553
'SDSS6137',0.29888,21.522329,0.359245,-0.150995
'SDSS6192',0.27044,21.678524,-1.94823,-0.061742
'SDSS6196',0.27916,21.551471,-1.51965,-0.017038
'SDSS6249',0.29287,21.783514,0.575567,0.03144
'SDSS6304',0.18965,20.949871,-0.53757,0.068414
'SDSS6315',0.26576,20.925675,-0.091383,-0.194032
'SDSS6406',0.12376,19.60877,0.118662,-0.003543
'SDSS6558',0.05634,17.716443,1.053691,-0.029476
'SDSS6649',0.31288,21.594837,0.720911,-0.088234
'SDSS6699',0.30915,21.797035,-0.673205,-0.139232
'SDSS6780',0.20061,20.954698,-1.767055,-0.030617
'SDSS6924',0.3264,21.644769,0.908728,-0.07304
'SDSS6933',0.21163,20.83092,0.076743,-0.019791
'SDSS6936',0.17969,20.567027,0.027587,-0.021299
'SDSS7143',0.3024,22.0549,-0.477103,0.011421
'SDSS7147',0.10924,19.47415,-1.914343,-0.094807
'SDSS722',0.08522,18.716573,-0.471485,-0.087112
'SDSS7243',0.20231,20.782139,0.722312,-0.020602
'SDSS744',0.12649,19.808548,1.401317,0.071402
'SDSS7473',0.21457,20.88535,-0.182983,-0.098014
'SDSS7475',0.32045,21.537605,0.6771,-0.169811
'SDSS7512',0.21835,21.098936,0.501492,-0.002655
'SDSS762',0.1901,20.632628,1.125919,-0.038817
'SDSS774',0.09243,18.939486,0.664571,-0.024865
'SDSS7779',0.37986,21.922589,1.316854,-0.10254
'SDSS7847',0.21134,21.20352,0.087929,0.120136
'SDSS8046',0.25833,21.619985,0.243598,0.040716
'SDSS8213',0.18327,21.108509,-0.656771,0.160219
'SDSS8495',0.21295,20.819745,0.751948,-0.023337
'SDSS8719',0.11651,19.419454,-0.020801,-0.066413
'SDSS8921',0.14401,19.969519,0.872358,0.001493
'SDSS9032',0.25249,21.349051,0.872317,0.015949
'SDSS9457',0.25539,21.432154,-0.361202,-0.021164
'SDSS9467',0.21698,21.069215,-1.395764,-0.141924
'Torngasek',1.265901,25.735598,0.286816,0.021062
'Vilas',0.935774,24.481915,0.055963,-0.025416
'sn1990af',0.049519,17.762489,-2.269742,-0.048814
'sn1990o',0.030325,16.239518,0.47544,-0.04554
'sn1992ae',0.074579,18.465664,-0.709402,-0.022194
'sn1992ag',0.025198,16.317246,0.112905,0.125874
'sn1992al',0.014411,14.476032,-0.166851,-0.108162
'sn1992bc',0.020792,15.116795,0.735701,-0.110033
'sn1992bg',0.035218,16.754961,-0.463869,-0.046527
'sn1992bh',0.041657,17.62515,-0.0114,0.047159
'sn1992bl',0.0424,17.347518,-1.713906,-0.045202
'sn1992bo',0.018902,15.783958,-2.013646,-0.042856
'sn1992bp',0.07884,18.314101,-0.955278,-0.100756
'sn1992bs',0.063345,18.292783,-0.175634,-0.03187
'sn1992p',0.027637,16.067616,0.743997,-0.093472
'sn1993ag',0.049325,17.841201,-0.829836,0.059604
'sn1993b',0.070153,18.445046,-0.438577,0.016127
'sn1993h',0.023909,16.695978,-2.160571,0.110692
'sn1993o',0.053126,17.645061,-0.706018,-0.08094
'sn1994m',0.024951,16.311743,-1.525693,0.056784
'sn1994s',0.015664,14.780119,0.222279,-0.0647
'sn1995ac',0.048984,17.075749,0.749336,-0.038395
'sn1995ak',0.022399,16.021035,-1.090886,0.074389
'sn1996bl',0.034854,16.664677,-0.027789,-0.010328
'sn1996bv',0.016966,15.351431,0.823253,0.16456
'sn1996c',0.030721,16.647115,0.65918,0.064364
'sn1997dg',0.030482,16.849731,-0.334473,-0.030644
'sn1997do',0.01055,14.449314,0.791332,0.118415
'sn1997e',0.014256,15.128363,-1.717814,0.026015
'sn1998ab',0.027688,16.076604,-0.108805,0.039115
'sn1998dx',0.05386,17.557966,-1.597381,-0.118312
'sn1998ef',0.017672,14.836398,-1.170669,-0.081454
'sn1998v',0.01745,15.122099,-0.177036,0.000164
'sn1999aa',0.015573,14.726182,1.178646,-0.083725
'sn1999ac',0.01006,14.148421,0.202688,0.048593
'sn1999ao',0.054931,17.892389,0.257979,-0.020237
'sn1999aw',0.039083,16.773853,2.021537,-0.049334
'sn1999bp',0.078317,18.420978,0.60068,-0.054961
'sn1999cc',0.031764,16.789918,-1.609961,-0.00656
'sn1999dk',0.01444,14.843842,-0.014266,0.049854
'sn1999dq',0.013533,14.381711,0.869173,0.026883
'sn1999gp',0.026677,16.034919,1.779223,-0.005868
'sn2000ca',0.02336,15.581359,0.478183,-0.09712
'sn2000cf',0.036934,17.077342,-0.63911,-0.028384
'sn2000cn',0.023552,16.554284,-2.506817,0.087476
'sn2000dk',0.017483,15.364415,-2.112751,-0.026834
'sn2001az',0.040259,16.947362,1.203835,-0.061247
'sn2001ba',0.030381,16.215141,0.143493,-0.123778
'sn2001bf',0.015504,14.71178,0.549047,-0.032776
'sn2001bt',0.014151,15.283561,-0.865299,0.163098
'sn2001cn',0.015487,15.285545,-0.548801,0.129471
'sn2001cz',0.015554,15.047556,0.167214,0.040909
'sn2001eh',0.037075,16.620416,1.743056,-0.036585
'sn2001en',0.015482,15.08025,-0.916368,0.001671
'sn2001ep',0.013324,14.882717,-0.925188,0.047286
'sn2001fe',0.014575,14.66139,0.73797,-0.066355
'sn2001v',0.015791,14.557266,0.916702,-0.038383
'sn2002bf',0.024746,16.341106,-0.791998,0.148436
'sn2002de',0.027748,16.657319,0.541542,0.09721
'sn2002dp',0.010888,14.557203,-0.316464,0.054095
'sn2002ha',0.013652,14.685508,-1.295292,-0.092539
'sn2002hd',0.035755,16.778327,-0.961981,0.00035
'sn2002he',0.024725,16.238326,-1.73784,-0.048509
'sn2002hu',0.038086,16.644355,0.514933,-0.090391
'sn2002jy',0.021541,15.7472,0.977375,-0.035146
'sn2002kf',0.019581,15.660096,-0.973825,-0.054622
'sn2003ch',0.030416,16.684369,-1.23277,-0.04178
'sn2003fa',0.039219,16.699328,1.530311,-0.062088
'sn2003iv',0.034971,16.971121,-2.039104,-0.08858
'sn2003u',0.028561,16.482973,-2.09037,-0.032596
'sn2003w',0.020997,15.875946,0.07299,0.102214
'sn2004as',0.032538,17.000951,0.398948,0.073203
'sn2004eo',0.015469,15.064971,-1.16669,0.041704
'sn2004ey',0.015678,14.68323,0.097384,-0.133126
'sn2004gs',0.027499,17.152881,-1.806035,0.127063
'sn2004gu',0.046856,17.452691,1.333884,0.078323
'sn2004l',0.033173,17.370053,-0.986549,0.172665
'sn2004s',0.010291,14.157498,-0.117402,0.022258
'sn2005ag',0.080103,18.471039,0.213846,-0.037391
'sn2005al',0.012317,14.875843,-1.180547,-0.091481
'sn2005bg',0.024586,15.865712,0.396794,-0.032789
'sn2005bo',0.014467,15.638553,-1.16269,0.205443
'sn2005el',0.015154,14.834769,-1.282032,-0.129815
'sn2005eq',0.029086,16.284531,1.425425,-0.024106
'sn2005eu',0.034781,16.450122,0.940829,-0.086743
'sn2005hc',0.04492,17.322622,0.739791,-0.028258
'sn2005iq',0.034074,16.764211,-1.071301,-0.112559
'sn2005ir',0.07487,18.411792,0.684284,-0.013661
'sn2005kc',0.01496,15.489034,-0.697978,0.148376
'sn2005ki',0.020396,15.541531,-1.388082,-0.096978
'sn2005lz',0.040689,17.617164,-1.244258,0.069449
'sn2005ms',0.026567,16.16147,0.424016,-0.034323
'sn2005na',0.026881,15.922518,-0.449135,-0.117667
'sn2006ac',0.023471,16.158253,-0.858068,0.024221
'sn2006al',0.069122,18.394173,-1.408648,-0.119809
'sn2006an',0.065193,18.095053,0.64572,-0.044607
'sn2006ar',0.02298,16.454585,-1.043223,0.082429
'sn2006ax',0.017387,14.99845,0.15302,-0.104973
'sn2006az',0.031485,16.462073,-1.343413,-0.117484
'sn2006bh',0.011184,14.342973,-1.648794,-0.083155
'sn2006bq',0.021956,16.206993,-1.517685,0.049212
'sn2006bt',0.031484,16.911564,0.265652,0.062851
'sn2006cp',0.023321,16.024534,0.353158,0.096579
'sn2006ej',0.02039,15.743711,-1.005031,-0.031248
'sn2006et',0.022466,15.970889,0.936399,0.121702
'sn2006gr',0.033614,16.968737,0.878787,0.074036
'sn2006mo',0.036969,17.409901,-2.128216,0.007758
'sn2006mp',0.022629,15.990616,0.941186,0.003404
'sn2006n',0.0147,15.058086,-1.89704,-0.079058
'sn2006nz',0.03695,18.130272,-2.862959,0.22881
'sn2006oa',0.060959,17.836262,0.908837,-0.041039
'sn2006ob',0.059289,18.195512,-2.365543,-0.044476
'sn2006on',0.069751,18.412215,0.548467,0.07895
'sn2006qo',0.029526,16.835065,0.46684,0.1658
'sn2006s',0.033255,16.841219,0.970796,0.020955
'sn2006sr',0.024159,16.150168,-1.290353,-0.001752
'sn2006td',0.015999,15.719765,-1.32107,0.090393
'sn2007ae',0.062961,17.798492,1.849266,-0.009638
'sn2007bc',0.021706,15.90219,-1.223772,-0.014061
'sn2007bd',0.031638,16.58094,-1.380962,-0.047773
'sn2007ci',0.018599,15.89331,-2.724319,0.026802
'sn2007co',0.027064,16.504006,-0.137806,0.105288
'sn2007cq',0.025468,15.797848,-0.657941,-0.060805
'sn2007f',0.02381,15.895501,0.618766,-0.055411
'sn2007qe',0.023867,16.068268,0.760605,0.052186
'sn2008bf',0.022068,15.71854,0.430639,-0.038367
